ZONE,DIST_NAME,DISTRICT,COUNTY,YEAR,CTY,DU,POP,EMP,FAMILY_SIZE,FAMILYSIZE_Multi0.5
119,D_3,3,1,2035,HILLSBOROUGH,1396,3250,109,2.32,1.16
119,D_3,3,1,2045,HILLSBOROUGH,1396,3250,109,2.32,1.16
120,D_3,3,1,2015,HILLSBOROUGH,69,92,1486,1.33,0.665
120,D_3,3,1,2035,HILLSBOROUGH,150,294,1486,1.96,0.98
120,D_3,3,1,2045,HILLSBOROUGH,241,523,1486,2.17,1.085
121,D_3,3,1,2015,HILLSBOROUGH,774,1944,39,2.51,1.255
121,D_3,3,1,2035,HILLSBOROUGH,802,1996,39,2.48,1.24
121,D_3,3,1,2045,HILLSBOROUGH,829,2045,39,2.46,1.23
122,D_3,3,1,2015,HILLSBOROUGH,1176,3291,230,2.79,1.395
122,D_3,3,1,2035,HILLSBOROUGH,1176,3291,230,2.79,1.395
122,D_3,3,1,2045,HILLSBOROUGH,1176,3291,230,2.79,1.395
123,D_3,3,1,2015,HILLSBOROUGH,2055,4605,344,2.24,1.12
123,D_3,3,1,2035,HILLSBOROUGH,2405,4822,344,2,1
123,D_3,3,1,2045,HILLSBOROUGH,2519,4892,359,1.94,0.97
124,D_3,3,1,2015,HILLSBOROUGH,373,906,309,2.42,1.21
124,D_3,3,1,2035,HILLSBOROUGH,636,1461,309,2.29,1.145
124,D_3,3,1,2045,HILLSBOROUGH,672,1537,309,2.28,1.14
125,D_3,3,1,2015,HILLSBOROUGH,1875,4236,665,2.25,1.125
125,D_3,3,1,2035,HILLSBOROUGH,2034,4622,830,2.27,1.135
125,D_3,3,1,2045,HILLSBOROUGH,2047,4653,938,2.27,1.135
126,D_3,3,1,2015,HILLSBOROUGH,634,1431,1162,2.25,1.125
126,D_3,3,1,2035,HILLSBOROUGH,798,1814,1162,2.27,1.135
126,D_3,3,1,2045,HILLSBOROUGH,817,1858,1162,2.27,1.135
127,D_3,3,1,2015,HILLSBOROUGH,1060,2764,302,2.6,1.3
127,D_3,3,1,2035,HILLSBOROUGH,1091,2835,302,2.59,1.295
127,D_3,3,1,2045,HILLSBOROUGH,1095,2845,302,2.59,1.295
128,D_3,3,1,2015,HILLSBOROUGH,0,0,1123,0,0
128,D_3,3,1,2035,HILLSBOROUGH,95,239,1123,2.51,1.255
128,D_3,3,1,2045,HILLSBOROUGH,122,308,1123,2.52,1.26
129,D_3,3,1,2015,HILLSBOROUGH,0,0,1459,0,0
129,D_3,3,1,2035,HILLSBOROUGH,139,352,1510,2.53,1.265
129,D_3,3,1,2045,HILLSBOROUGH,181,458,1536,2.53,1.265
130,D_3,3,1,2015,HILLSBOROUGH,0,0,5145,0,0
130,D_3,3,1,2035,HILLSBOROUGH,0,0,5376,0,0
130,D_3,3,1,2045,HILLSBOROUGH,0,0,5491,0,0
131,D_3,3,1,2015,HILLSBOROUGH,1565,3585,97,2.29,1.145
131,D_3,3,1,2035,HILLSBOROUGH,1565,3585,97,2.29,1.145
131,D_3,3,1,2045,HILLSBOROUGH,1565,3585,155,2.29,1.145
132,D_3,3,1,2015,HILLSBOROUGH,750,1307,392,1.74,0.87
132,D_3,3,1,2035,HILLSBOROUGH,750,1307,392,1.74,0.87
132,D_3,3,1,2045,HILLSBOROUGH,750,1307,392,1.74,0.87
133,D_3,3,1,2015,HILLSBOROUGH,1293,2049,954,1.58,0.79
133,D_3,3,1,2035,HILLSBOROUGH,1550,2794,954,1.8,0.9
133,D_3,3,1,2045,HILLSBOROUGH,1637,3047,935,1.86,0.93
134,D_3,3,1,2015,HILLSBOROUGH,479,1338,353,2.79,1.395
134,D_3,3,1,2035,HILLSBOROUGH,479,1338,353,2.79,1.395
134,D_3,3,1,2045,HILLSBOROUGH,479,1338,353,2.79,1.395
135,D_3,3,1,2015,HILLSBOROUGH,2515,7007,408,2.78,1.39
135,D_3,3,1,2035,HILLSBOROUGH,2936,7733,408,2.63,1.315
135,D_3,3,1,2045,HILLSBOROUGH,3071,7967,408,2.59,1.295
136,D_3,3,1,2015,HILLSBOROUGH,857,2229,681,2.6,1.3
136,D_3,3,1,2035,HILLSBOROUGH,932,2416,681,2.59,1.295
136,D_3,3,1,2045,HILLSBOROUGH,943,2443,681,2.59,1.295
137,D_3,3,1,2015,HILLSBOROUGH,1781,4187,977,2.35,1.175
137,D_3,3,1,2035,HILLSBOROUGH,1809,4249,977,2.34,1.17
137,D_3,3,1,2045,HILLSBOROUGH,1812,4256,977,2.34,1.17
138,D_3,3,1,2015,HILLSBOROUGH,1620,4099,1833,2.53,1.265
138,D_3,3,1,2035,HILLSBOROUGH,2038,5130,1833,2.51,1.255
138,D_3,3,1,2045,HILLSBOROUGH,2091,5261,1815,2.51,1.255
139,D_3,3,1,2015,HILLSBOROUGH,4,11,2663,2.75,1.375
139,D_3,3,1,2035,HILLSBOROUGH,4,11,2731,2.75,1.375
139,D_3,3,1,2045,HILLSBOROUGH,4,11,2821,2.75,1.375
140,D_3,3,1,2015,HILLSBOROUGH,1,1,3872,1,0.5
140,D_3,3,1,2035,HILLSBOROUGH,1,1,3873,1,0.5
140,D_3,3,1,2045,HILLSBOROUGH,1,1,3905,1,0.5
141,D_3,3,1,2015,HILLSBOROUGH,373,1034,4492,2.77,1.385
141,D_3,3,1,2035,HILLSBOROUGH,366,1016,4528,2.77,1.385
141,D_3,3,1,2045,HILLSBOROUGH,363,1007,4545,2.77,1.385
142,D_3,3,1,2015,HILLSBOROUGH,1989,3381,385,1.69,0.845
142,D_3,3,1,2035,HILLSBOROUGH,1989,3381,385,1.69,0.845
142,D_3,3,1,2045,HILLSBOROUGH,1989,3381,385,1.69,0.845
143,D_3,3,1,2015,HILLSBOROUGH,1461,2520,715,1.72,0.86
143,D_3,3,1,2035,HILLSBOROUGH,1503,2650,715,1.76,0.88
143,D_3,3,1,2045,HILLSBOROUGH,1509,2669,715,1.76,0.88
144,D_3,3,1,2015,HILLSBOROUGH,1047,2217,577,2.11,1.055
144,D_3,3,1,2035,HILLSBOROUGH,1156,2474,577,2.14,1.07
144,D_3,3,1,2045,HILLSBOROUGH,1209,2598,577,2.14,1.07
145,D_3,3,1,2015,HILLSBOROUGH,1719,4240,149,2.46,1.23
145,D_3,3,1,2035,HILLSBOROUGH,1828,4286,149,2.34,1.17
145,D_3,3,1,2045,HILLSBOROUGH,1883,4309,149,2.28,1.14
146,D_3,3,1,2015,HILLSBOROUGH,999,1999,715,2,1
146,D_3,3,1,2035,HILLSBOROUGH,1130,2300,715,2.03,1.015
146,D_3,3,1,2045,HILLSBOROUGH,1142,2327,715,2.03,1.015
147,D_3,3,1,2015,HILLSBOROUGH,1186,3399,1919,2.86,1.43
147,D_3,3,1,2035,HILLSBOROUGH,1395,3911,1919,2.8,1.4
147,D_3,3,1,2045,HILLSBOROUGH,1424,3982,1919,2.79,1.395
148,D_3,3,1,2015,HILLSBOROUGH,1222,3332,434,2.72,1.36
148,D_3,3,1,2035,HILLSBOROUGH,1233,3349,435,2.71,1.355
148,D_3,3,1,2045,HILLSBOROUGH,1234,3351,435,2.71,1.355
149,D_3,3,1,2015,HILLSBOROUGH,1109,3396,1955,3.06,1.53
149,D_3,3,1,2035,HILLSBOROUGH,1238,3721,1947,3,1.5
149,D_3,3,1,2045,HILLSBOROUGH,1269,3800,1942,2.99,1.495
150,D_3,3,1,2015,HILLSBOROUGH,1,1,2326,1,0.5
150,D_3,3,1,2035,HILLSBOROUGH,1,1,2355,1,0.5
150,D_3,3,1,2045,HILLSBOROUGH,1,1,2464,1,0.5
151,D_3,3,1,2015,HILLSBOROUGH,0,0,4691,0,0
151,D_3,3,1,2035,HILLSBOROUGH,0,0,5467,0,0
151,D_3,3,1,2045,HILLSBOROUGH,0,0,5710,0,0
152,D_3,3,1,2015,HILLSBOROUGH,0,0,3854,0,0
152,D_3,3,1,2035,HILLSBOROUGH,0,0,3927,0,0
152,D_3,3,1,2045,HILLSBOROUGH,0,0,4159,0,0
153,D_3,3,1,2015,HILLSBOROUGH,685,2164,714,3.15,1.575
153,D_3,3,1,2035,HILLSBOROUGH,685,2164,714,3.15,1.575
153,D_3,3,1,2045,HILLSBOROUGH,685,2164,745,3.15,1.575
154,D_4,4,1,2015,HILLSBOROUGH,459,865,1370,1.88,0.94
154,D_4,4,1,2035,HILLSBOROUGH,461,869,1370,1.88,0.94
154,D_4,4,1,2045,HILLSBOROUGH,462,872,1334,1.88,0.94
155,D_4,4,1,2015,HILLSBOROUGH,803,1414,1438,1.76,0.88
155,D_4,4,1,2035,HILLSBOROUGH,813,1443,1438,1.77,0.885
155,D_4,4,1,2045,HILLSBOROUGH,814,1446,1438,1.77,0.885
156,D_4,4,1,2015,HILLSBOROUGH,1026,2194,2976,2.13,1.065
156,D_4,4,1,2035,HILLSBOROUGH,1083,2323,2976,2.14,1.07
156,D_4,4,1,2045,HILLSBOROUGH,1095,2351,2976,2.14,1.07
157,D_4,4,1,2015,HILLSBOROUGH,384,891,2151,2.32,1.16
157,D_4,4,1,2035,HILLSBOROUGH,460,1092,2146,2.37,1.185
157,D_4,4,1,2045,HILLSBOROUGH,465,1104,2146,2.37,1.185
158,D_4,4,1,2015,HILLSBOROUGH,1597,3031,547,1.89,0.945
158,D_4,4,1,2035,HILLSBOROUGH,1774,3499,547,1.97,0.985
158,D_4,4,1,2045,HILLSBOROUGH,1837,3665,547,1.99,0.995
159,D_4,4,1,2015,HILLSBOROUGH,452,1096,222,2.42,1.21
159,D_4,4,1,2035,HILLSBOROUGH,468,1138,222,2.43,1.215
159,D_4,4,1,2045,HILLSBOROUGH,469,1141,222,2.43,1.215
160,D_4,4,1,2015,HILLSBOROUGH,354,845,471,2.38,1.19
160,D_4,4,1,2035,HILLSBOROUGH,443,1086,471,2.45,1.225
160,D_4,4,1,2045,HILLSBOROUGH,449,1102,471,2.45,1.225
161,D_4,4,1,2015,HILLSBOROUGH,1561,3073,1523,1.96,0.98
161,D_4,4,1,2035,HILLSBOROUGH,1626,3223,1518,1.98,0.99
161,D_4,4,1,2045,HILLSBOROUGH,1644,3265,1490,1.98,0.99
162,D_4,4,1,2015,HILLSBOROUGH,484,1065,859,2.2,1.1
162,D_4,4,1,2035,HILLSBOROUGH,634,1400,859,2.2,1.1
162,D_4,4,1,2045,HILLSBOROUGH,676,1495,840,2.21,1.105
163,D_4,4,1,2015,HILLSBOROUGH,1299,2722,1527,2.09,1.045
163,D_4,4,1,2035,HILLSBOROUGH,1377,2923,1527,2.12,1.06
163,D_4,4,1,2045,HILLSBOROUGH,1390,2956,1527,2.12,1.06
164,D_4,4,1,2015,HILLSBOROUGH,1447,2965,1710,2.04,1.02
164,D_4,4,1,2035,HILLSBOROUGH,1549,3214,1710,2.07,1.035
164,D_4,4,1,2045,HILLSBOROUGH,1575,3278,1710,2.08,1.04
165,D_4,4,1,2015,HILLSBOROUGH,658,1362,374,2.06,1.03
165,D_4,4,1,2035,HILLSBOROUGH,683,1431,399,2.09,1.045
165,D_4,4,1,2045,HILLSBOROUGH,685,1436,401,2.09,1.045
166,D_4,4,1,2015,HILLSBOROUGH,599,1324,593,2.21,1.105
166,D_4,4,1,2035,HILLSBOROUGH,638,1429,594,2.23,1.115
166,D_4,4,1,2045,HILLSBOROUGH,641,1438,594,2.24,1.12
167,D_4,4,1,2015,HILLSBOROUGH,907,1720,1056,1.89,0.945
167,D_4,4,1,2035,HILLSBOROUGH,1709,3174,1056,1.85,0.925
167,D_4,4,1,2045,HILLSBOROUGH,1934,3583,1014,1.85,0.925
168,D_4,4,1,2015,HILLSBOROUGH,578,976,743,1.68,0.84
168,D_4,4,1,2035,HILLSBOROUGH,2236,4353,1099,1.94,0.97
168,D_4,4,1,2045,HILLSBOROUGH,2462,4812,1406,1.95,0.975
169,D_4,4,1,2015,HILLSBOROUGH,420,780,1067,1.85,0.925
169,D_4,4,1,2035,HILLSBOROUGH,469,891,1057,1.89,0.945
169,D_4,4,1,2045,HILLSBOROUGH,474,903,1041,1.9,0.95
170,D_4,4,1,2015,HILLSBOROUGH,65,158,1912,2.43,1.215
170,D_4,4,1,2035,HILLSBOROUGH,217,565,1912,2.6,1.3
170,D_4,4,1,2045,HILLSBOROUGH,246,644,1912,2.61,1.305
171,D_4,4,1,2015,HILLSBOROUGH,469,768,763,1.63,0.815
171,D_4,4,1,2035,HILLSBOROUGH,472,776,763,1.64,0.82
171,D_4,4,1,2045,HILLSBOROUGH,472,777,763,1.64,0.82
172,D_4,4,1,2015,HILLSBOROUGH,427,1064,985,2.49,1.245
172,D_4,4,1,2035,HILLSBOROUGH,570,1442,985,2.52,1.26
172,D_4,4,1,2045,HILLSBOROUGH,581,1471,985,2.53,1.265
173,D_4,4,1,2015,HILLSBOROUGH,1394,3264,432,2.34,1.17
173,D_4,4,1,2035,HILLSBOROUGH,1478,3490,462,2.36,1.18
173,D_4,4,1,2045,HILLSBOROUGH,1483,3504,463,2.36,1.18
174,D_4,4,1,2015,HILLSBOROUGH,919,1990,288,2.16,1.08
174,D_4,4,1,2035,HILLSBOROUGH,926,2008,298,2.16,1.08
174,D_4,4,1,2045,HILLSBOROUGH,926,2009,298,2.16,1.08
175,D_4,4,1,2015,HILLSBOROUGH,474,1109,897,2.33,1.165
175,D_4,4,1,2035,HILLSBOROUGH,1243,2720,2012,2.18,1.09
175,D_4,4,1,2045,HILLSBOROUGH,1350,2945,2342,2.18,1.09
176,D_4,4,1,2015,HILLSBOROUGH,127,359,1053,2.82,1.41
176,D_4,4,1,2035,HILLSBOROUGH,2096,4500,5160,2.14,1.07
176,D_4,4,1,2045,HILLSBOROUGH,2371,5078,6473,2.14,1.07
177,D_4,4,1,2015,HILLSBOROUGH,337,843,355,2.5,1.25
177,D_4,4,1,2035,HILLSBOROUGH,1224,2626,629,2.14,1.07
177,D_4,4,1,2045,HILLSBOROUGH,1343,2864,658,2.13,1.065
178,D_4,4,1,2015,HILLSBOROUGH,1582,2682,804,1.69,0.845
178,D_4,4,1,2035,HILLSBOROUGH,1931,3492,1730,1.8,0.9
178,D_4,4,1,2045,HILLSBOROUGH,1979,3603,1834,1.82,0.91
179,D_4,4,1,2015,HILLSBOROUGH,132,153,1266,1.15,0.575
179,D_4,4,1,2035,HILLSBOROUGH,1409,2841,2101,2.01,1.005
179,D_4,4,1,2045,HILLSBOROUGH,1585,3210,2348,2.02,1.01
180,D_4,4,1,2015,HILLSBOROUGH,496,1423,308,2.86,1.43
180,D_4,4,1,2035,HILLSBOROUGH,496,1423,308,2.86,1.43
180,D_4,4,1,2045,HILLSBOROUGH,496,1423,308,2.86,1.43
181,D_4,4,1,2015,HILLSBOROUGH,1353,3240,459,2.39,1.195
181,D_4,4,1,2035,HILLSBOROUGH,1486,3410,459,2.29,1.145
181,D_4,4,1,2045,HILLSBOROUGH,1505,3434,459,2.28,1.14
182,D_4,4,1,2015,HILLSBOROUGH,0,0,1694,0,0
182,D_4,4,1,2035,HILLSBOROUGH,401,1004,1694,2.5,1.25
182,D_4,4,1,2045,HILLSBOROUGH,535,1338,1782,2.5,1.25
183,D_4,4,1,2015,HILLSBOROUGH,513,607,170,1.18,0.59
183,D_4,4,1,2035,HILLSBOROUGH,608,813,170,1.33,0.665
183,D_4,4,1,2045,HILLSBOROUGH,639,882,749,1.38,0.69
184,D_4,4,1,2015,HILLSBOROUGH,482,1490,2983,3.09,1.545
184,D_4,4,1,2035,HILLSBOROUGH,765,2043,2979,2.67,1.335
184,D_4,4,1,2045,HILLSBOROUGH,838,2187,2953,2.6,1.3
185,D_4,4,1,2015,HILLSBOROUGH,1095,2229,967,2.03,1.015
185,D_4,4,1,2035,HILLSBOROUGH,1158,2372,967,2.04,1.02
185,D_4,4,1,2045,HILLSBOROUGH,1164,2386,967,2.04,1.02
186,D_4,4,1,2015,HILLSBOROUGH,815,1804,1501,2.21,1.105
186,D_4,4,1,2035,HILLSBOROUGH,831,1849,1524,2.22,1.11
186,D_4,4,1,2045,HILLSBOROUGH,833,1854,1529,2.22,1.11
187,D_4,4,1,2015,HILLSBOROUGH,590,1210,1540,2.05,1.025
187,D_4,4,1,2035,HILLSBOROUGH,974,2031,1973,2.08,1.04
187,D_4,4,1,2045,HILLSBOROUGH,1023,2135,2092,2.08,1.04
188,D_4,4,1,2015,HILLSBOROUGH,330,571,1505,1.73,0.865
188,D_4,4,1,2035,HILLSBOROUGH,1666,3296,4228,1.97,0.985
188,D_4,4,1,2045,HILLSBOROUGH,1855,3682,5118,1.98,0.99
189,D_4,4,1,2015,HILLSBOROUGH,288,674,389,2.34,1.17
189,D_4,4,1,2035,HILLSBOROUGH,881,1907,2119,2.16,1.08
189,D_4,4,1,2045,HILLSBOROUGH,962,2075,2311,2.15,1.075
190,D_4,4,1,2015,HILLSBOROUGH,715,1526,512,2.13,1.065
190,D_4,4,1,2035,HILLSBOROUGH,933,1940,926,2.07,1.035
190,D_4,4,1,2045,HILLSBOROUGH,960,1992,949,2.07,1.035
191,D_4,4,1,2015,HILLSBOROUGH,1295,3308,312,2.55,1.275
191,D_4,4,1,2035,HILLSBOROUGH,1511,3744,498,2.47,1.235
191,D_4,4,1,2045,HILLSBOROUGH,1532,3787,532,2.47,1.235
192,D_4,4,1,2015,HILLSBOROUGH,344,908,94,2.63,1.315
192,D_4,4,1,2035,HILLSBOROUGH,379,977,105,2.57,1.285
192,D_4,4,1,2045,HILLSBOROUGH,383,985,107,2.57,1.285
193,D_4,4,1,2015,HILLSBOROUGH,430,1090,618,2.53,1.265
193,D_4,4,1,2035,HILLSBOROUGH,602,1456,700,2.41,1.205
193,D_4,4,1,2045,HILLSBOROUGH,611,1476,718,2.41,1.205
194,D_4,4,1,2015,HILLSBOROUGH,1,2,2601,2,1
194,D_4,4,1,2035,HILLSBOROUGH,1,2,2601,2,1
194,D_4,4,1,2045,HILLSBOROUGH,1,2,2594,2,1
195,D_4,4,1,2015,HILLSBOROUGH,441,981,2163,2.22,1.11
195,D_4,4,1,2035,HILLSBOROUGH,441,981,2163,2.22,1.11
195,D_4,4,1,2045,HILLSBOROUGH,441,981,2157,2.22,1.11
196,D_4,4,1,2015,HILLSBOROUGH,1291,2827,97,2.18,1.09
196,D_4,4,1,2035,HILLSBOROUGH,1317,2893,97,2.19,1.095
196,D_4,4,1,2045,HILLSBOROUGH,1319,2897,97,2.19,1.095
197,D_4,4,1,2015,HILLSBOROUGH,696,1279,521,1.83,0.915
197,D_4,4,1,2035,HILLSBOROUGH,751,1296,521,1.72,0.86
197,D_4,4,1,2045,HILLSBOROUGH,758,1298,521,1.71,0.855
198,D_4,4,1,2015,HILLSBOROUGH,1788,3185,2484,1.78,0.89
198,D_4,4,1,2035,HILLSBOROUGH,1874,3322,2484,1.77,0.885
198,D_4,4,1,2045,HILLSBOROUGH,1881,3334,2484,1.77,0.885
199,D_4,4,1,2015,HILLSBOROUGH,375,497,1207,1.32,0.66
199,D_4,4,1,2035,HILLSBOROUGH,472,679,1207,1.43,0.715
199,D_4,4,1,2045,HILLSBOROUGH,486,704,1207,1.44,0.72
200,D_4,4,1,2015,HILLSBOROUGH,2095,3262,1668,1.55,0.775
200,D_4,4,1,2035,HILLSBOROUGH,2095,3262,1665,1.55,0.775
200,D_4,4,1,2045,HILLSBOROUGH,2095,3262,1663,1.55,0.775
201,D_4,4,1,2015,HILLSBOROUGH,469,968,1347,2.06,1.03
201,D_4,4,1,2035,HILLSBOROUGH,567,1225,1412,2.16,1.08
201,D_4,4,1,2045,HILLSBOROUGH,574,1244,1423,2.16,1.08
202,D_4,4,1,2015,HILLSBOROUGH,2082,3958,419,1.9,0.95
202,D_4,4,1,2035,HILLSBOROUGH,2287,4406,650,1.92,0.96
202,D_4,4,1,2045,HILLSBOROUGH,2311,4459,714,1.92,0.96
203,D_4,4,1,2015,HILLSBOROUGH,692,1535,345,2.21,1.105
203,D_4,4,1,2035,HILLSBOROUGH,834,1834,571,2.19,1.095
203,D_4,4,1,2045,HILLSBOROUGH,849,1866,620,2.19,1.095
204,D_4,4,1,2015,HILLSBOROUGH,168,349,482,2.07,1.035
204,D_4,4,1,2035,HILLSBOROUGH,672,1410,1793,2.09,1.045
204,D_4,4,1,2045,HILLSBOROUGH,744,1562,2215,2.09,1.045
205,D_4,4,1,2015,HILLSBOROUGH,94,216,246,2.29,1.145
205,D_4,4,1,2035,HILLSBOROUGH,274,578,753,2.1,1.05
205,D_4,4,1,2045,HILLSBOROUGH,294,618,811,2.1,1.05
206,D_4,4,1,2015,HILLSBOROUGH,50,106,133,2.12,1.06
206,D_4,4,1,2035,HILLSBOROUGH,230,482,661,2.09,1.045
206,D_4,4,1,2045,HILLSBOROUGH,246,515,707,2.09,1.045
207,D_4,4,1,2015,HILLSBOROUGH,123,354,115,2.87,1.435
207,D_4,4,1,2035,HILLSBOROUGH,286,694,590,2.42,1.21
207,D_4,4,1,2045,HILLSBOROUGH,303,729,641,2.4,1.2
208,D_4,4,1,2015,HILLSBOROUGH,901,2106,548,2.33,1.165
208,D_4,4,1,2035,HILLSBOROUGH,1198,2690,575,2.24,1.12
208,D_4,4,1,2045,HILLSBOROUGH,1229,2750,577,2.23,1.115
209,D_4,4,1,2015,HILLSBOROUGH,376,1018,343,2.7,1.35
209,D_4,4,1,2035,HILLSBOROUGH,585,1453,357,2.48,1.24
209,D_4,4,1,2045,HILLSBOROUGH,605,1495,359,2.47,1.235
210,D_4,4,1,2015,HILLSBOROUGH,221,533,738,2.41,1.205
210,D_4,4,1,2035,HILLSBOROUGH,379,849,738,2.24,1.12
210,D_4,4,1,2045,HILLSBOROUGH,400,891,738,2.22,1.11
211,D_4,4,1,2015,HILLSBOROUGH,300,741,322,2.47,1.235
211,D_4,4,1,2035,HILLSBOROUGH,383,919,322,2.39,1.195
211,D_4,4,1,2045,HILLSBOROUGH,390,935,322,2.39,1.195
212,D_4,4,1,2015,HILLSBOROUGH,450,958,99,2.12,1.06
212,D_4,4,1,2035,HILLSBOROUGH,571,1219,99,2.13,1.065
212,D_4,4,1,2045,HILLSBOROUGH,581,1242,99,2.13,1.065
213,D_4,4,1,2015,HILLSBOROUGH,1694,3543,639,2.09,1.045
213,D_4,4,1,2035,HILLSBOROUGH,1719,3602,639,2.09,1.045
213,D_4,4,1,2045,HILLSBOROUGH,1721,3606,639,2.09,1.045
214,D_4,4,1,2015,HILLSBOROUGH,1881,3448,963,1.83,0.915
214,D_4,4,1,2035,HILLSBOROUGH,1962,3650,963,1.86,0.93
214,D_4,4,1,2045,HILLSBOROUGH,1970,3670,963,1.86,0.93
215,D_4,4,1,2015,HILLSBOROUGH,810,2204,952,2.72,1.36
215,D_4,4,1,2035,HILLSBOROUGH,980,2570,952,2.62,1.31
215,D_4,4,1,2045,HILLSBOROUGH,1000,2614,952,2.61,1.305
216,D_4,4,1,2015,HILLSBOROUGH,746,2414,353,3.23,1.615
216,D_4,4,1,2035,HILLSBOROUGH,823,2581,353,3.13,1.565
216,D_4,4,1,2045,HILLSBOROUGH,833,2603,353,3.12,1.56
217,D_4,4,1,2015,HILLSBOROUGH,182,435,1211,2.39,1.195
217,D_4,4,1,2035,HILLSBOROUGH,301,684,1211,2.27,1.135
217,D_4,4,1,2045,HILLSBOROUGH,322,727,1204,2.25,1.125
218,D_4,4,1,2015,HILLSBOROUGH,247,638,1136,2.58,1.29
218,D_4,4,1,2035,HILLSBOROUGH,382,923,1242,2.41,1.205
218,D_4,4,1,2045,HILLSBOROUGH,413,988,1279,2.39,1.195
219,D_4,4,1,2015,HILLSBOROUGH,710,1755,716,2.47,1.235
219,D_4,4,1,2035,HILLSBOROUGH,804,1961,716,2.43,1.215
219,D_4,4,1,2045,HILLSBOROUGH,811,1977,716,2.43,1.215
220,D_4,4,1,2015,HILLSBOROUGH,1414,3137,355,2.21,1.105
220,D_4,4,1,2035,HILLSBOROUGH,1934,4127,408,2.13,1.065
220,D_4,4,1,2045,HILLSBOROUGH,2055,4357,436,2.12,1.06
221,D_4,4,1,2015,HILLSBOROUGH,444,1182,909,2.66,1.33
221,D_4,4,1,2035,HILLSBOROUGH,460,1221,922,2.65,1.325
221,D_4,4,1,2045,HILLSBOROUGH,461,1224,923,2.65,1.325
222,D_4,4,1,2015,HILLSBOROUGH,744,1934,871,2.59,1.295
222,D_4,4,1,2035,HILLSBOROUGH,990,2456,898,2.48,1.24
222,D_4,4,1,2045,HILLSBOROUGH,1015,2510,902,2.47,1.235
223,D_4,4,1,2015,HILLSBOROUGH,1334,2662,787,1.99,0.995
223,D_4,4,1,2035,HILLSBOROUGH,1556,3149,1146,2.02,1.01
223,D_4,4,1,2045,HILLSBOROUGH,1579,3198,1207,2.02,1.01
224,D_4,4,1,2015,HILLSBOROUGH,434,1073,611,2.47,1.235
224,D_4,4,1,2035,HILLSBOROUGH,502,1218,657,2.42,1.21
224,D_4,4,1,2045,HILLSBOROUGH,508,1231,679,2.42,1.21
225,D_4,4,1,2015,HILLSBOROUGH,432,868,229,2,1
225,D_4,4,1,2035,HILLSBOROUGH,518,1062,365,2.05,1.025
225,D_4,4,1,2045,HILLSBOROUGH,518,1062,395,2.05,1.025
226,D_4,4,1,2015,HILLSBOROUGH,3,3,155,1,0.5
226,D_4,4,1,2035,HILLSBOROUGH,1197,1885,1119,1.57,0.785
226,D_4,4,1,2045,HILLSBOROUGH,1368,2154,2083,1.57,0.785
227,D_4,4,1,2015,HILLSBOROUGH,352,908,50,2.57,1.285
227,D_4,4,1,2035,HILLSBOROUGH,378,957,116,2.53,1.265
227,D_4,4,1,2045,HILLSBOROUGH,381,963,135,2.52,1.26
228,D_4,4,1,2015,HILLSBOROUGH,193,529,239,2.74,1.37
228,D_4,4,1,2035,HILLSBOROUGH,239,625,312,2.61,1.305
228,D_4,4,1,2045,HILLSBOROUGH,242,632,317,2.61,1.305
229,D_4,4,1,2015,HILLSBOROUGH,0,0,172,0,0
229,D_4,4,1,2035,HILLSBOROUGH,1299,2734,1234,2.1,1.05
229,D_4,4,1,2045,HILLSBOROUGH,1485,3124,1587,2.1,1.05
230,D_4,4,1,2015,HILLSBOROUGH,169,330,61,1.95,0.975
230,D_4,4,1,2035,HILLSBOROUGH,213,423,140,1.98,0.99
230,D_4,4,1,2045,HILLSBOROUGH,217,432,148,1.99,0.995
231,D_4,4,1,2015,HILLSBOROUGH,124,239,160,1.92,0.96
231,D_4,4,1,2035,HILLSBOROUGH,164,327,222,1.99,0.995
231,D_4,4,1,2045,HILLSBOROUGH,169,337,230,1.99,0.995
232,D_4,4,1,2015,HILLSBOROUGH,1564,3438,137,2.19,1.095
232,D_4,4,1,2035,HILLSBOROUGH,1874,4092,650,2.18,1.09
232,D_4,4,1,2045,HILLSBOROUGH,1899,4146,695,2.18,1.09
233,D_4,4,1,2015,HILLSBOROUGH,634,1226,303,1.93,0.965
233,D_4,4,1,2035,HILLSBOROUGH,734,1452,483,1.97,0.985
233,D_4,4,1,2045,HILLSBOROUGH,744,1475,502,1.98,0.99
234,D_4,4,1,2015,HILLSBOROUGH,414,944,376,2.28,1.14
234,D_4,4,1,2035,HILLSBOROUGH,478,1085,394,2.26,1.13
234,D_4,4,1,2045,HILLSBOROUGH,483,1095,394,2.26,1.13
235,D_4,4,1,2015,HILLSBOROUGH,115,292,852,2.53,1.265
235,D_4,4,1,2035,HILLSBOROUGH,333,848,826,2.54,1.27
235,D_4,4,1,2045,HILLSBOROUGH,357,909,813,2.54,1.27
236,D_4,4,1,2015,HILLSBOROUGH,1542,4332,763,2.8,1.4
236,D_4,4,1,2035,HILLSBOROUGH,1735,4720,769,2.72,1.36
236,D_4,4,1,2045,HILLSBOROUGH,1780,4810,773,2.7,1.35
237,D_4,4,1,2015,HILLSBOROUGH,52,142,1606,2.73,1.365
237,D_4,4,1,2035,HILLSBOROUGH,90,237,1606,2.63,1.315
