ZONE,DIST_NAME,DISTRICT,COUNTY,YEAR,CTY,DU,POP,EMP,FAMILY_SIZE,FAMILYSIZE_Multi0.5
2153,D_32,32,3,2045,PASCO,1381,3845,218,2.78,1.39
2154,D_32,32,3,2015,PASCO,138,331,105,2.39,1.195
2154,D_32,32,3,2035,PASCO,279,668,105,2.39,1.195
2154,D_32,32,3,2045,PASCO,377,900,105,2.38,1.19
2155,D_32,32,3,2015,PASCO,808,2066,845,2.55,1.275
2155,D_32,32,3,2035,PASCO,1245,3177,857,2.55,1.275
2155,D_32,32,3,2045,PASCO,1569,3992,1057,2.54,1.27
2156,D_32,32,3,2015,PASCO,241,578,93,2.39,1.195
2156,D_32,32,3,2035,PASCO,791,1894,93,2.39,1.195
2156,D_32,32,3,2045,PASCO,1066,2544,93,2.38,1.19
2157,D_32,32,3,2015,PASCO,879,2387,520,2.71,1.355
2157,D_32,32,3,2035,PASCO,1050,2846,520,2.71,1.355
2157,D_32,32,3,2045,PASCO,1181,3192,520,2.7,1.35
2158,D_32,32,3,2015,PASCO,1433,3747,204,2.61,1.305
2158,D_32,32,3,2035,PASCO,1438,3753,204,2.6,1.3
2158,D_32,32,3,2045,PASCO,1438,3753,204,2.6,1.3
2159,D_33,33,3,2015,PASCO,264,667,151,2.52,1.26
2159,D_33,33,3,2035,PASCO,268,676,151,2.52,1.26
2159,D_33,33,3,2045,PASCO,356,895,151,2.51,1.255
2160,D_33,33,3,2015,PASCO,194,493,108,2.54,1.27
2160,D_33,33,3,2035,PASCO,984,2496,237,2.53,1.265
2160,D_33,33,3,2045,PASCO,1196,3025,237,2.52,1.26
2161,D_33,33,3,2015,PASCO,104,259,28,2.49,1.245
2161,D_33,33,3,2035,PASCO,104,259,28,2.49,1.245
2161,D_33,33,3,2045,PASCO,104,259,28,2.49,1.245
2162,D_33,33,3,2015,PASCO,11,21,13,1.9,0.95
2162,D_33,33,3,2035,PASCO,11,21,13,1.9,0.95
2162,D_33,33,3,2045,PASCO,11,21,13,1.9,0.95
2163,D_33,33,3,2015,PASCO,27,67,16,2.48,1.24
2163,D_33,33,3,2035,PASCO,27,67,16,2.48,1.24
2163,D_33,33,3,2045,PASCO,27,67,16,2.48,1.24
2164,D_33,33,3,2015,PASCO,57,130,21,2.28,1.14
2164,D_33,33,3,2035,PASCO,57,130,21,2.28,1.14
2164,D_33,33,3,2045,PASCO,57,130,21,2.28,1.14
2165,D_33,33,3,2015,PASCO,173,419,89,2.42,1.21
2165,D_33,33,3,2035,PASCO,173,419,89,2.42,1.21
2165,D_33,33,3,2045,PASCO,173,419,89,2.42,1.21
2166,D_33,33,3,2015,PASCO,705,1766,135,2.5,1.25
2166,D_33,33,3,2035,PASCO,714,1785,135,2.5,1.25
2166,D_33,33,3,2045,PASCO,714,1785,135,2.5,1.25
2167,D_33,33,3,2015,PASCO,160,360,113,2.25,1.125
2167,D_33,33,3,2035,PASCO,160,360,113,2.25,1.125
2167,D_33,33,3,2045,PASCO,160,360,113,2.25,1.125
2168,D_33,33,3,2015,PASCO,11,26,2,2.36,1.18
2168,D_33,33,3,2035,PASCO,11,26,2,2.36,1.18
2168,D_33,33,3,2045,PASCO,11,26,2,2.36,1.18
2169,D_33,33,3,2015,PASCO,47,124,55,2.63,1.315
2169,D_33,33,3,2035,PASCO,101,266,55,2.63,1.315
2169,D_33,33,3,2045,PASCO,101,266,55,2.63,1.315
2170,D_33,33,3,2015,PASCO,73,167,36,2.28,1.14
2170,D_33,33,3,2035,PASCO,73,167,36,2.28,1.14
2170,D_33,33,3,2045,PASCO,73,167,36,2.28,1.14
2171,D_33,33,3,2015,PASCO,195,432,52,2.21,1.105
2171,D_33,33,3,2035,PASCO,195,432,52,2.21,1.105
2171,D_33,33,3,2045,PASCO,195,432,52,2.21,1.105
2172,D_33,33,3,2015,PASCO,460,1205,180,2.61,1.305
2172,D_33,33,3,2035,PASCO,474,1239,180,2.61,1.305
2172,D_33,33,3,2045,PASCO,787,2052,180,2.6,1.3
2173,D_33,33,3,2015,PASCO,50,151,155,3.02,1.51
2173,D_33,33,3,2035,PASCO,292,660,155,2.26,1.13
2173,D_33,33,3,2045,PASCO,292,660,155,2.26,1.13
2174,D_33,33,3,2015,PASCO,103,240,43,2.33,1.165
2174,D_33,33,3,2035,PASCO,107,249,43,2.32,1.16
2174,D_33,33,3,2045,PASCO,110,255,43,2.31,1.155
2175,D_33,33,3,2015,PASCO,55,125,48,2.27,1.135
2175,D_33,33,3,2035,PASCO,55,125,48,2.27,1.135
2175,D_33,33,3,2045,PASCO,55,125,48,2.27,1.135
2176,D_33,33,3,2015,PASCO,105,247,30,2.35,1.175
2176,D_33,33,3,2035,PASCO,105,247,30,2.35,1.175
2176,D_33,33,3,2045,PASCO,105,247,30,2.35,1.175
2177,D_33,33,3,2015,PASCO,611,1137,198,1.86,0.93
2177,D_33,33,3,2035,PASCO,611,1137,198,1.86,0.93
2177,D_33,33,3,2045,PASCO,635,1176,198,1.85,0.925
2178,D_33,33,3,2015,PASCO,134,271,127,2.02,1.01
2178,D_33,33,3,2035,PASCO,134,271,127,2.02,1.01
2178,D_33,33,3,2045,PASCO,134,271,127,2.02,1.01
2179,D_33,33,3,2015,PASCO,103,254,34,2.46,1.23
2179,D_33,33,3,2035,PASCO,583,1435,99,2.46,1.23
2179,D_33,33,3,2045,PASCO,1102,2704,103,2.45,1.225
2180,D_33,33,3,2015,PASCO,166,430,106,2.59,1.295
2180,D_33,33,3,2035,PASCO,168,434,106,2.58,1.29
2180,D_33,33,3,2045,PASCO,182,469,106,2.57,1.285
2181,D_34,34,3,2015,PASCO,191,420,66,2.19,1.095
2181,D_34,34,3,2035,PASCO,653,1433,482,2.19,1.095
2181,D_34,34,3,2045,PASCO,1030,2254,515,2.18,1.09
2182,D_34,34,3,2015,PASCO,64,170,43,2.65,1.325
2182,D_34,34,3,2035,PASCO,284,753,683,2.65,1.325
2182,D_34,34,3,2045,PASCO,415,1097,1179,2.64,1.32
2183,D_34,34,3,2015,PASCO,2082,3498,344,1.68,0.84
2183,D_34,34,3,2035,PASCO,2089,3503,344,1.67,0.835
2183,D_34,34,3,2045,PASCO,2261,3780,344,1.67,0.835
2184,D_34,34,3,2015,PASCO,659,1419,380,2.15,1.075
2184,D_34,34,3,2035,PASCO,659,1419,380,2.15,1.075
2184,D_34,34,3,2045,PASCO,793,1699,380,2.14,1.07
2185,D_34,34,3,2015,PASCO,979,2110,209,2.15,1.075
2185,D_34,34,3,2035,PASCO,1073,2308,209,2.15,1.075
2185,D_34,34,3,2045,PASCO,1841,3949,209,2.14,1.07
2186,D_34,34,3,2015,PASCO,0,0,12,0,0
2186,D_34,34,3,2035,PASCO,2,4,14,2,1
2186,D_34,34,3,2045,PASCO,2,4,14,2,1
2187,D_34,34,3,2015,PASCO,532,1473,85,2.76,1.38
2187,D_34,34,3,2035,PASCO,992,2742,85,2.76,1.38
2187,D_34,34,3,2045,PASCO,1100,3031,85,2.75,1.375
2188,D_34,34,3,2015,PASCO,1433,3598,312,2.51,1.255
2188,D_34,34,3,2035,PASCO,1444,3619,312,2.5,1.25
2188,D_34,34,3,2045,PASCO,1703,4255,312,2.49,1.245
2189,D_34,34,3,2015,PASCO,1294,2848,146,2.2,1.1
2189,D_34,34,3,2035,PASCO,1316,2891,146,2.19,1.095
2189,D_34,34,3,2045,PASCO,1379,3020,146,2.18,1.09
2190,D_34,34,3,2015,PASCO,1110,2743,1213,2.47,1.235
2190,D_34,34,3,2035,PASCO,1151,2839,1213,2.46,1.23
2190,D_34,34,3,2045,PASCO,1260,3099,1213,2.45,1.225
2191,D_34,34,3,2015,PASCO,1094,2263,407,2.06,1.03
2191,D_34,34,3,2035,PASCO,1163,2401,407,2.06,1.03
2191,D_34,34,3,2045,PASCO,1414,2911,407,2.05,1.025
2192,D_34,34,3,2015,PASCO,145,246,3,1.69,0.845
2192,D_34,34,3,2035,PASCO,146,247,3,1.69,0.845
2192,D_34,34,3,2045,PASCO,149,252,3,1.69,0.845
2193,D_34,34,3,2015,PASCO,113,317,47,2.8,1.4
2193,D_34,34,3,2035,PASCO,113,317,47,2.8,1.4
2193,D_34,34,3,2045,PASCO,113,317,47,2.8,1.4
2194,D_34,34,3,2015,PASCO,0,0,2,0,0
2194,D_34,34,3,2035,PASCO,1,2,68,2,1
2194,D_34,34,3,2045,PASCO,1,2,102,2,1
2195,D_35,35,3,2015,PASCO,0,0,4,0,0
2195,D_35,35,3,2035,PASCO,15,31,3979,2.06,1.03
2195,D_35,35,3,2045,PASCO,155,325,5973,2.09,1.045
2196,D_35,35,3,2015,PASCO,0,0,4,0,0
2196,D_35,35,3,2035,PASCO,118,247,53,2.09,1.045
2196,D_35,35,3,2045,PASCO,208,436,76,2.09,1.045
2197,D_35,35,3,2015,PASCO,899,933,155,1.03,0.515
2197,D_35,35,3,2035,PASCO,899,933,155,1.03,0.515
2197,D_35,35,3,2045,PASCO,899,933,155,1.03,0.515
2198,D_35,35,3,2015,PASCO,936,2346,590,2.5,1.25
2198,D_35,35,3,2035,PASCO,1385,3465,593,2.5,1.25
2198,D_35,35,3,2045,PASCO,1916,4779,673,2.49,1.245
2199,D_35,35,3,2015,PASCO,17,51,16,3,1.5
2199,D_35,35,3,2035,PASCO,1276,3821,34,2.99,1.495
2199,D_35,35,3,2045,PASCO,1304,3893,84,2.98,1.49
2200,D_35,35,3,2015,PASCO,29,87,2,3,1.5
2200,D_35,35,3,2035,PASCO,1344,4025,125,2.99,1.495
2200,D_35,35,3,2045,PASCO,1344,4025,174,2.99,1.495
2201,D_35,35,3,2015,PASCO,0,0,8,0,0
2201,D_35,35,3,2035,PASCO,315,660,333,2.09,1.045
2201,D_35,35,3,2045,PASCO,410,860,453,2.09,1.045
2202,D_35,35,3,2015,PASCO,0,0,2,0,0
2202,D_35,35,3,2035,PASCO,816,1709,385,2.09,1.045
2202,D_35,35,3,2045,PASCO,1121,2352,1128,2.09,1.045
2203,D_35,35,3,2015,PASCO,1442,2962,138,2.05,1.025
2203,D_35,35,3,2035,PASCO,1717,3520,138,2.05,1.025
2203,D_35,35,3,2045,PASCO,1803,3686,140,2.04,1.02
2204,D_35,35,3,2015,PASCO,1,3,26,3,1.5
2204,D_35,35,3,2035,PASCO,829,2482,644,2.99,1.495
2204,D_35,35,3,2045,PASCO,829,2482,644,2.99,1.495
2205,D_35,35,3,2015,PASCO,0,0,4,0,0
2205,D_35,35,3,2035,PASCO,13,27,926,2.07,1.035
2205,D_35,35,3,2045,PASCO,13,27,926,2.07,1.035
2206,D_35,35,3,2015,PASCO,0,0,1089,0,0
2206,D_35,35,3,2035,PASCO,0,0,1129,0,0
2206,D_35,35,3,2045,PASCO,0,0,1183,0,0
2207,D_35,35,3,2015,PASCO,0,0,2,0,0
2207,D_35,35,3,2035,PASCO,292,612,32,2.09,1.045
2207,D_35,35,3,2045,PASCO,362,760,350,2.09,1.045
2208,D_35,35,3,2015,PASCO,1,5,801,5,2.5
2208,D_35,35,3,2035,PASCO,21,47,801,2.23,1.115
2208,D_35,35,3,2045,PASCO,34,75,867,2.2,1.1
2209,D_35,35,3,2015,PASCO,0,0,6,0,0
2209,D_35,35,3,2035,PASCO,145,304,57,2.09,1.045
2209,D_35,35,3,2045,PASCO,208,436,149,2.09,1.045
2210,D_35,35,3,2015,PASCO,0,0,15,0,0
2210,D_35,35,3,2035,PASCO,396,829,32,2.09,1.045
2210,D_35,35,3,2045,PASCO,530,1112,309,2.09,1.045
2211,D_35,35,3,2015,PASCO,931,2226,1473,2.39,1.195
2211,D_35,35,3,2035,PASCO,1577,3764,1473,2.38,1.19
2211,D_35,35,3,2045,PASCO,1660,3950,1553,2.37,1.185
2212,D_35,35,3,2015,PASCO,1,3,523,3,1.5
2212,D_35,35,3,2035,PASCO,4,9,1233,2.25,1.125
2212,D_35,35,3,2045,PASCO,4,9,1233,2.25,1.125
2213,D_35,35,3,2015,PASCO,1,3,664,3,1.5
2213,D_35,35,3,2035,PASCO,114,341,670,2.99,1.495
2213,D_35,35,3,2045,PASCO,158,472,736,2.98,1.49
2214,D_35,35,3,2015,PASCO,0,0,20,0,0
2214,D_35,35,3,2035,PASCO,360,754,84,2.09,1.045
2214,D_35,35,3,2045,PASCO,579,1215,531,2.09,1.045
2215,D_35,35,3,2015,PASCO,0,0,6,0,0
2215,D_35,35,3,2035,PASCO,301,630,54,2.09,1.045
2215,D_35,35,3,2045,PASCO,408,856,426,2.09,1.045
2216,D_35,35,3,2015,PASCO,910,2719,658,2.98,1.49
2216,D_35,35,3,2035,PASCO,1285,3832,732,2.98,1.49
2216,D_35,35,3,2045,PASCO,1418,4216,1400,2.97,1.485
2217,D_35,35,3,2015,PASCO,510,748,232,1.46,0.73
2217,D_35,35,3,2035,PASCO,525,769,232,1.46,0.73
2217,D_35,35,3,2045,PASCO,530,778,253,1.46,0.73
2218,D_35,35,3,2015,PASCO,0,0,1894,0,0
2218,D_35,35,3,2035,PASCO,0,0,2296,0,0
2218,D_35,35,3,2045,PASCO,0,0,2439,0,0
2219,D_35,35,3,2015,PASCO,300,600,244,2,1
2219,D_35,35,3,2035,PASCO,327,653,1196,1.99,0.995
2219,D_35,35,3,2045,PASCO,414,824,1485,1.99,0.995
2220,D_35,35,3,2015,PASCO,124,248,16,2,1
2220,D_35,35,3,2035,PASCO,1237,2469,607,1.99,0.995
2220,D_35,35,3,2045,PASCO,1353,2693,711,1.99,0.995
2221,D_35,35,3,2015,PASCO,1,1,6,1,0.5
2221,D_35,35,3,2035,PASCO,201,423,442,2.1,1.05
2221,D_35,35,3,2045,PASCO,218,460,886,2.11,1.055
2222,D_35,35,3,2015,PASCO,60,180,14,3,1.5
2222,D_35,35,3,2035,PASCO,630,1887,599,2.99,1.495
2222,D_35,35,3,2045,PASCO,674,2012,924,2.98,1.49
2223,D_35,35,3,2015,PASCO,0,0,0,0,0
2223,D_35,35,3,2035,PASCO,460,964,382,2.09,1.045
2223,D_35,35,3,2045,PASCO,476,999,482,2.09,1.045
2224,D_35,35,3,2015,PASCO,0,0,2,0,0
2224,D_35,35,3,2035,PASCO,452,947,1598,2.09,1.045
2224,D_35,35,3,2045,PASCO,477,1001,1879,2.09,1.045
2225,D_35,35,3,2015,PASCO,0,0,2,0,0
2225,D_35,35,3,2035,PASCO,319,668,113,2.09,1.045
2225,D_35,35,3,2045,PASCO,379,795,231,2.09,1.045
2226,D_35,35,3,2015,PASCO,1,2,0,2,1
2226,D_35,35,3,2035,PASCO,199,397,631,1.99,0.995
2226,D_35,35,3,2045,PASCO,431,858,959,1.99,0.995
2227,D_35,35,3,2015,PASCO,1,3,4,3,1.5
2227,D_35,35,3,2035,PASCO,227,680,717,2.99,1.495
2227,D_35,35,3,2045,PASCO,787,2350,1733,2.98,1.49
2228,D_35,35,3,2015,PASCO,0,0,6,0,0
2228,D_35,35,3,2035,PASCO,215,450,1887,2.09,1.045
2228,D_35,35,3,2045,PASCO,328,688,3215,2.09,1.045
2229,D_35,35,3,2015,PASCO,795,2210,65,2.77,1.385
2229,D_35,35,3,2035,PASCO,1731,4803,191,2.77,1.385
2229,D_35,35,3,2045,PASCO,1907,5275,250,2.76,1.38
2230,D_35,35,3,2015,PASCO,514,1352,202,2.63,1.315
2230,D_35,35,3,2035,PASCO,615,1635,1666,2.65,1.325
2230,D_35,35,3,2045,PASCO,685,1793,2706,2.61,1.305
2231,D_35,35,3,2015,PASCO,842,2604,197,3.09,1.545
2231,D_35,35,3,2035,PASCO,1500,3985,613,2.65,1.325
2231,D_35,35,3,2045,PASCO,1796,4609,1050,2.56,1.28
2232,D_35,35,3,2015,PASCO,692,2026,217,2.92,1.46
2232,D_35,35,3,2035,PASCO,705,2053,233,2.91,1.455
2232,D_35,35,3,2045,PASCO,705,2053,257,2.91,1.455
2233,D_35,35,3,2015,PASCO,0,0,381,0,0
2233,D_35,35,3,2035,PASCO,76,159,651,2.09,1.045
2233,D_35,35,3,2045,PASCO,87,183,848,2.1,1.05
2234,D_35,35,3,2015,PASCO,991,2411,247,2.43,1.215
2234,D_35,35,3,2035,PASCO,1387,3368,847,2.42,1.21
2234,D_35,35,3,2045,PASCO,1389,3363,848,2.42,1.21
2235,D_35,35,3,2015,PASCO,85,188,301,2.21,1.105
2235,D_35,35,3,2035,PASCO,269,594,409,2.2,1.1
2235,D_35,35,3,2045,PASCO,356,784,513,2.2,1.1
2236,D_35,35,3,2015,PASCO,290,623,38,2.14,1.07
2236,D_35,35,3,2035,PASCO,1391,2983,38,2.14,1.07
2236,D_35,35,3,2045,PASCO,1406,3006,38,2.13,1.065
2237,D_35,35,3,2015,PASCO,614,1673,235,2.72,1.36
2237,D_35,35,3,2035,PASCO,1408,3829,427,2.71,1.355
2237,D_35,35,3,2045,PASCO,1408,3829,431,2.71,1.355
2238,D_35,35,3,2015,PASCO,210,528,56,2.51,1.255
2238,D_35,35,3,2035,PASCO,536,1345,138,2.5,1.25
2238,D_35,35,3,2045,PASCO,536,1345,138,2.5,1.25
2239,D_35,35,3,2015,PASCO,49,131,481,2.67,1.335
2239,D_35,35,3,2035,PASCO,53,143,805,2.69,1.345
2239,D_35,35,3,2045,PASCO,113,301,1067,2.66,1.33
2240,D_35,35,3,2015,PASCO,1591,4049,1090,2.54,1.27
2240,D_35,35,3,2035,PASCO,1622,4120,1124,2.54,1.27
2240,D_35,35,3,2045,PASCO,1622,4120,1189,2.54,1.27
2241,D_35,35,3,2015,PASCO,971,2643,191,2.72,1.36
2241,D_35,35,3,2035,PASCO,1045,2839,191,2.71,1.355
2241,D_35,35,3,2045,PASCO,1045,2839,214,2.71,1.355
2242,D_35,35,3,2015,PASCO,1667,3135,391,1.88,0.94
2242,D_35,35,3,2035,PASCO,1738,3262,391,1.87,0.935
2242,D_35,35,3,2045,PASCO,1764,3301,391,1.87,0.935
2243,D_35,35,3,2015,PASCO,463,1041,4,2.24,1.12
2243,D_35,35,3,2035,PASCO,463,1041,130,2.24,1.12
2243,D_35,35,3,2045,PASCO,512,1146,511,2.23,1.115
2244,D_35,35,3,2015,PASCO,513,837,55,1.63,0.815
2244,D_35,35,3,2035,PASCO,687,1119,201,1.62,0.81
2244,D_35,35,3,2045,PASCO,778,1263,529,1.62,0.81
2245,D_35,35,3,2015,PASCO,34,74,1381,2.17,1.085
2245,D_35,35,3,2035,PASCO,800,1738,1634,2.17,1.085
2245,D_35,35,3,2045,PASCO,815,1765,1702,2.16,1.08
2246,D_35,35,3,2015,PASCO,863,2457,852,2.84,1.42
2246,D_35,35,3,2035,PASCO,1026,2916,919,2.84,1.42
2246,D_35,35,3,2045,PASCO,1083,3068,1080,2.83,1.415
2247,D_35,35,3,2015,PASCO,582,1342,146,2.3,1.15
2247,D_35,35,3,2035,PASCO,1027,2364,160,2.3,1.15
2247,D_35,35,3,2045,PASCO,1061,2435,232,2.29,1.145
2248,D_35,35,3,2015,PASCO,1089,2451,429,2.25,1.125
2248,D_35,35,3,2035,PASCO,1149,2581,699,2.24,1.12
2248,D_35,35,3,2045,PASCO,1246,2791,1064,2.23,1.115
2249,D_35,35,3,2015,PASCO,0,0,506,0,0
2249,D_35,35,3,2035,PASCO,0,0,1559,0,0
2249,D_35,35,3,2045,PASCO,71,149,1661,2.09,1.045
2250,D_35,35,3,2015,PASCO,420,1045,340,2.48,1.24
2250,D_35,35,3,2035,PASCO,2020,5017,1006,2.48,1.24
2250,D_35,35,3,2045,PASCO,2020,5017,1009,2.48,1.24
2251,D_35,35,3,2015,PASCO,0,0,4,0,0
2251,D_35,35,3,2035,PASCO,210,440,901,2.09,1.045
2251,D_35,35,3,2045,PASCO,216,453,1895,2.09,1.045
2252,D_35,35,3,2015,PASCO,217,651,230,3,1.5
2252,D_35,35,3,2035,PASCO,1128,3378,1896,2.99,1.495
2252,D_35,35,3,2045,PASCO,1138,3397,3216,2.98,1.49
2253,D_35,35,3,2015,PASCO,314,768,18,2.44,1.22
2253,D_35,35,3,2035,PASCO,1090,2660,52,2.44,1.22
2253,D_35,35,3,2045,PASCO,1145,2785,82,2.43,1.215
2254,D_35,35,3,2015,PASCO,239,563,212,2.35,1.175
2254,D_35,35,3,2035,PASCO,458,1077,775,2.35,1.175
2254,D_35,35,3,2045,PASCO,460,1078,897,2.34,1.17
2255,D_35,35,3,2015,PASCO,1046,1358,313,1.29,0.645
2255,D_35,35,3,2035,PASCO,1792,2924,378,1.63,0.815
2255,D_35,35,3,2045,PASCO,1792,2924,382,1.63,0.815
2256,D_35,35,3,2015,PASCO,56,156,975,2.78,1.39
2256,D_35,35,3,2035,PASCO,56,156,1331,2.78,1.39
2256,D_35,35,3,2045,PASCO,56,156,1357,2.78,1.39
2257,D_36,36,3,2015,PASCO,37,86,31,2.32,1.16
2257,D_36,36,3,2035,PASCO,1226,2844,340,2.31,1.155
2257,D_36,36,3,2045,PASCO,1833,4240,391,2.31,1.155
2258,D_36,36,3,2015,PASCO,0,0,6,0,0
2258,D_36,36,3,2035,PASCO,0,0,1133,0,0
2258,D_36,36,3,2045,PASCO,0,0,1196,0,0
2259,D_36,36,3,2015,PASCO,29,67,401,2.31,1.155
2259,D_36,36,3,2035,PASCO,104,240,1330,2.3,1.15
2259,D_36,36,3,2045,PASCO,163,375,1403,2.3,1.15
2260,D_36,36,3,2015,PASCO,38,94,13,2.47,1.235
2260,D_36,36,3,2035,PASCO,45,111,157,2.46,1.23
2260,D_36,36,3,2045,PASCO,56,138,376,2.46,1.23
2261,D_36,36,3,2015,PASCO,353,859,77,2.43,1.215
2261,D_36,36,3,2035,PASCO,368,906,77,2.46,1.23
2261,D_36,36,3,2045,PASCO,462,1119,77,2.42,1.21
2262,D_36,36,3,2015,PASCO,93,168,215,1.8,0.9
2262,D_36,36,3,2035,PASCO,93,168,215,1.8,0.9
2262,D_36,36,3,2045,PASCO,93,168,215,1.8,0.9
2263,D_36,36,3,2015,PASCO,20,39,486,1.95,0.975
2263,D_36,36,3,2035,PASCO,20,39,486,1.95,0.975
2263,D_36,36,3,2045,PASCO,21,41,486,1.95,0.975
2264,D_36,36,3,2015,PASCO,0,0,2,0,0
2264,D_36,36,3,2035,PASCO,134,281,145,2.09,1.045
2264,D_36,36,3,2045,PASCO,142.08,298,215,2.09,1.045
2265,D_36,36,3,2015,PASCO,157,367,115,2.33,1.165
2265,D_36,36,3,2035,PASCO,331,772,312,2.33,1.165
2265,D_36,36,3,2045,PASCO,355,826,313,2.32,1.16
2266,D_36,36,3,2015,PASCO,1252,1884,277,1.5,0.75
2266,D_36,36,3,2035,PASCO,2254,3386,661,1.5,0.75
2266,D_36,36,3,2045,PASCO,2307,3724,782,1.61,0.805
2267,D_36,36,3,2015,PASCO,0,0,2,0,0
2267,D_36,36,3,2035,PASCO,85,178,515,2.09,1.045
2267,D_36,36,3,2045,PASCO,236,495,857,2.09,1.045
2268,D_36,36,3,2015,PASCO,12,34,5,2.83,1.415
2268,D_36,36,3,2035,PASCO,28,79,548,2.82,1.41
2268,D_36,36,3,2045,PASCO,54,152,764,2.81,1.405
2269,D_36,36,3,2015,PASCO,75,222,10,2.96,1.48
2269,D_36,36,3,2035,PASCO,80,236,755,2.95,1.475
2269,D_36,36,3,2045,PASCO,88,259,1201,2.94,1.47
2270,D_36,36,3,2015,PASCO,279,623,192,2.23,1.115
2270,D_36,36,3,2035,PASCO,721,1607,788,2.22,1.11
2270,D_36,36,3,2045,PASCO,724,1609,805,2.22,1.11
2271,D_36,36,3,2015,PASCO,240,733,65,3.05,1.525
2271,D_36,36,3,2035,PASCO,1748,4149,81,2.37,1.185
2271,D_36,36,3,2045,PASCO,1809,4277,81,2.36,1.18
2272,D_36,36,3,2015,PASCO,1,3,609,3,1.5
2272,D_36,36,3,2035,PASCO,238,713,1204,2.99,1.495
2272,D_36,36,3,2045,PASCO,427,1275,1317,2.98,1.49
2273,D_36,36,3,2015,PASCO,0,0,858,0,0
2273,D_36,36,3,2035,PASCO,19,40,904,2.1,1.05
2273,D_36,36,3,2045,PASCO,19,40,981,2.1,1.05
2274,D_36,36,3,2015,PASCO,0,0,156,0,0
2274,D_36,36,3,2035,PASCO,88,184,239,2.09,1.045
2274,D_36,36,3,2045,PASCO,93,195,248,2.09,1.045
2275,D_36,36,3,2015,PASCO,455,1179,279,2.59,1.295
2275,D_36,36,3,2035,PASCO,485,1254,300,2.58,1.29
2275,D_36,36,3,2045,PASCO,495,1276,301,2.57,1.285
2276,D_36,36,3,2015,PASCO,111,287,92,2.58,1.29
2276,D_36,36,3,2035,PASCO,208,544,154,2.61,1.305
2276,D_36,36,3,2045,PASCO,232,597,202,2.57,1.285
2277,D_36,36,3,2015,PASCO,1843,5099,184,2.76,1.38
2277,D_36,36,3,2035,PASCO,1967,5432,643,2.76,1.38
2277,D_36,36,3,2045,PASCO,1967,5432,667,2.76,1.38
2278,D_36,36,3,2015,PASCO,1224,3041,488,2.48,1.24
2278,D_36,36,3,2035,PASCO,1444,3581,760,2.47,1.235
2278,D_36,36,3,2045,PASCO,1501,3711,800,2.47,1.235
2279,D_36,36,3,2015,PASCO,46,123,387,2.67,1.335
2279,D_36,36,3,2035,PASCO,214,571,782,2.66,1.33
2279,D_36,36,3,2045,PASCO,258,687,870,2.66,1.33
2280,D_36,36,3,2015,PASCO,0,0,593,0,0
2280,D_36,36,3,2035,PASCO,0,0,595,0,0
2280,D_36,36,3,2045,PASCO,0,0,595,0,0
2281,D_36,36,3,2015,PASCO,0,0,369,0,0
2281,D_36,36,3,2035,PASCO,34,71,437,2.08,1.04
2281,D_36,36,3,2045,PASCO,34,71,437,2.08,1.04
2282,D_36,36,3,2015,PASCO,0,0,0,0,0
2282,D_36,36,3,2035,PASCO,625,1309,48,2.09,1.045
2282,D_36,36,3,2045,PASCO,625,1309,48,2.09,1.045
2283,D_36,36,3,2015,PASCO,0,0,6,0,0
2283,D_36,36,3,2035,PASCO,440,922,95,2.09,1.045
2283,D_36,36,3,2045,PASCO,440,922,95,2.09,1.045
2284,D_36,36,3,2015,PASCO,735,839,855,1.14,0.57
2284,D_36,36,3,2035,PASCO,906,1198,871,1.32,0.66
2284,D_36,36,3,2045,PASCO,906,1259,871,1.38,0.69
2285,D_36,36,3,2015,PASCO,382,950,131,2.48,1.24
2285,D_36,36,3,2035,PASCO,593,1472,134,2.48,1.24
2285,D_36,36,3,2045,PASCO,623,1542,168,2.47,1.235
2286,D_36,36,3,2015,PASCO,692,2015,78,2.91,1.455
2286,D_36,36,3,2035,PASCO,989,2874,210,2.9,1.45
2286,D_36,36,3,2045,PASCO,1118,3240,225,2.89,1.445
2287,D_36,36,3,2015,PASCO,383,812,813,2.12,1.06
2287,D_36,36,3,2035,PASCO,1914,4050,1372,2.11,1.055
2287,D_36,36,3,2045,PASCO,3974,8383,1376,2.1,1.05
2288,D_36,36,3,2015,PASCO,847,1603,66,1.89,0.945
2288,D_36,36,3,2035,PASCO,968,1829,67,1.88,0.94
2288,D_36,36,3,2045,PASCO,1273,2398,67,1.88,0.94
2289,D_36,36,3,2015,PASCO,1235,1901,186,1.53,0.765
2289,D_36,36,3,2035,PASCO,1272,1954,486,1.53,0.765
2289,D_36,36,3,2045,PASCO,1291,1978,486,1.53,0.765
2290,D_36,36,3,2015,PASCO,1067,2018,132,1.89,0.945
2290,D_36,36,3,2035,PASCO,1570,2964,179,1.88,0.94
2290,D_36,36,3,2045,PASCO,1657,3119,179,1.88,0.94
2291,D_36,36,3,2015,PASCO,362,1021,295,2.82,1.41
2291,D_36,36,3,2035,PASCO,1254,3530,428,2.81,1.405
2291,D_36,36,3,2045,PASCO,1288,3615,522,2.8,1.4
2292,D_36,36,3,2015,PASCO,46,138,6,3,1.5
2292,D_36,36,3,2035,PASCO,361,1081,11,2.99,1.495
